text,created_date,rubrics
"Министерство лесного комплекса Иркутской области приступило к работам по борьбе с сибирским шелкопрядом. Первой территорией, которая подверглась обработке от вредителя, стал Черемховский район, где уже обработано более одной тысячи гектаров.

Обработка проводится с привлечением авиации. С самолета Ан-2 распыляется препарат, который воздействует только на шелкопряда, но при этом абсолютно безопасен для животных и для человека, сообщает пресс-служба облправительства.

Инвентаризация очагов проводится осенью, специалисты исследуют насаждения, выявляют гусениц и пораженные деревья. По этим расчетам делаются прогнозы на предстоящий сезон, определяются территории для обработки, — рассказал заместитель министра лесного комплекса Иркутской области Валентин Широков.
После обработки лесов пестицидами в течение 10 дней людям запрещено находиться в зоне проведения работ.

По результатам весеннего контрольного обследования насаждений, заселенных сибирским шелкопрядом, определяется точная площадь очагов, требующая обработки и очередность проведения мероприятий по уничтожению или подавлению численности вредителя.

СПРАВКА:

Согласно результатам осенней инвентаризации лесов 2018 года, по данным филиала ФБУ «Рослесозащита» – «ЦЗЛ Иркутской области», площадь очагов сибирского шелкопряда в регионе составляет 70 165,4 га, в том числе требующая проведения мер по уничтожению или подавлению численности вредителя, – 45 498,8 га.
На площади 42 790,5 га запланировано проведение авиахимборьбы препаратом «Клонрин, КЭ», на площади 2 708,3 га – наземная обработка с применением биопрепарата «Лепидоцид, СК-М».
Авиационная обработка запланирована на территории Заларинского (21 528,6 га), Черемховского (5 813,1 га), Зиминского (11 232,5 га) и Нижнеудинского (4 216,3 га) лесничеств, наземная — на территории Качугского лесничества (2 708,3 га).",2019-06-03 05:37:40,"['VK-1603736028819866', 'VK-88933030110', 'VK-16094333334']"
"Дети, выросшие в любви, живут дольше, чем те, которых воспитывали в спартанских условиях. Это утверждают американские учёные из Университета Лома Линда в Калифорнии.

Всё дело в теломерах. Это концевые участки ДНК. Они являются индикатором биологического возраста. При каждом делении клеток эти концевые участки хромосом укорачиваются. То есть длина теломерных участков определяет «возраст» клетки — чем короче теломерный «хвост», тем она «старше».

Грубо говоря, если у вас теломеры длинные, то проживёте долго. Конечно, если не собьёт машина, не появится рак или не добьёт стресс. На протяжении долгого времени учёные исследовали как раз последнее – как именно и насколько сильно влияют стрессовые факторы на длину теломер. Выяснилось, что корреляция довольно сильная.

Чем короче теломеры, тем больше увеличивается риск развития различных заболеваний и сокращается продолжительность жизни.

Исследователи уверяют, что наибольшее влияние стрессы оказывают в детстве. А именно — у людей, выросших с «холодным» воспитанием со стороны родителей, а особенно матери, теломеры короче на 28% по сравнению с этим показателем у тех, кто вырос с родителями, оказывающими достаточно тепла и понимания. Для отсутствующих дома матерей и отцов значения составили 30% и 12% соответственно.

Учёные выяснили это, исследовав 199 человек.

Но и это ещё не все. Как показало исследование, на многое влияет не только воспитание, но и образование. У людей, выросших без достаточной родительской любви, но с высшим образованием, длина теломер была лишь на 10% короче, чем у «обычных».

А вот у тех, кто не получил ни родительской заботы, ни образования, теломеры оказались и вовсе на 42% короче.

По словам учёных, анализ теломер необходимо проводить при любом оценивании психологического состояния человека. Это не только позволит многое сказать о пациенте, но и может помочь ему решить личные проблемы.

Любите своих детей, любите очень сильно, любите их каждый день и каждую минуту! Любите детей, не потому что, а вопреки всему, потому что они дети, потому что они — ваши дети — ваша кровь, ваши гены и ваша копия. Дети это самое дорогое, что может быть у каждого человека в жизни! ",2019-06-03 05:05:54,"['VK-1603736028819866', 'VK-33904275904', 'VK-12217496110']"
"29.05.2019 года поступило сообщение о пожаре по адресу: Черемховский район, п.Михайловка ул.Кирова, д.11. В результате пожара уничтожены надворные постройки. Предварительной причиной пожара послужило неосторожное обращение с огнем.

29.05.2019 года поступило сообщение о пожаре по адресу: Черемховский район, с.Голуметь, ул.Иретская, д.55. В результате пожара уничтожено неэксплуатируемое строение. Предварительной причиной пожара послужило неосторожное обращение с огнем.

30.05.2019 года произошел пожар по адресу: г.Черемхово, ул.Некрасова, д.26. В результате пожара уничтожена изоляция труб в камере теплотрассы. Предварительной причиной пожара послужил поджог.

01.06.2019 года в подразделение пожарной охраны поступило сообщение о пожаре по адресу: г.Свирск, ул.Шелехова, д.1, кв.2. В результате пожара повреждены веранда, стена и кровля дома. Предварительной причиной пожара послужило короткое замыкание электропроводов.

МЧС России напоминает о необходимости строго соблюдать правила пожарной безопасности. Помните, что от этого зависит Ваша жизнь и жизнь Ваших близких, сохранность имущества.

В случае обнаружения пожара немедленно обращайтесь в службу спасения с мобильных телефонов — ""101""

Отдел государственного пожарного надзора г. Черемхово, г. Свирска и Черемховского района",2019-06-03 03:53:07,"['VK-1603736028819866', 'VK-94480315426', 'VK-62291476348']"
"За прошедший месяц в Приангарье зарегистрировано 1227 пожаров, 70% из которых составили случаи горения мусора и сухой растительности. В жилом секторе произошло 388 пожаров, на которых спасены 55 человек, 12 получили травмы и 11 человек погибли, в том числе один ребенок.

Основная причина всех пожаров – неосторожное обращение с огнем — 79% от общего числа пожаров. Вторая по популярности – электротехническая, по этой причине произошло 208 пожаров.

Наибольшее число возгораний за месяц связанно с горением мусора и сухой растительности. На территории области зарегистрировано 708 таких пожаров. Несмотря на запрет использования открытого огня более чем в 500 случаях – это намеренное сжигание мусора населением. В результате вышедший из-под контроля огонь уничтожил порядка 200 надворных построек. Большинство таких пожаров зафиксировано в Иркутске, Братске, Усолье-Сибирском, Черемхово и Тулуне, а также на территории Ангарского, Усольского, Тайшетского и Нижнеудинского районов.

В мае зарегистрировано 3 пожара на объектах с массовым пребыванием людей областного центра. Так, 2 числа пожар произошел в торгово-развлекательном центре «Сильвермолл», 17 мая пожарные ликвидировали возгорание в торговом центре «Снегирь», а 26 числа произошел пожар на территории оптово-розничной компании «Торг-Сервис-Иркутск». Все посетители были своевременно эвакуированы, жертв и пострадавших удалось избежать.

«Мы продолжаем констатировать низкий уровень заинтересованности предпринимателей в обеспечении пожарной безопасности объектов с массовым пребыванием людей. Несмотря на горький опыт коллег и миллионные прибыли, комплексной защите социальных объектов уделяется минимальное внимание. Посетители таких центров могут стать потенциальными жертвами безразличия собственников», — отметил заместитель главного государственного инспектора Иркутской области по пожарному надзору Виктор Пашков.

В целях предупреждения пожаров и недопущению гибели людей на них инспекторы пожарного надзора настоятельно рекомендуют владельцам частных жилых домов и квартир проверить состояние электропроводки в своём жилье, быть осторожными при обращении с открытыми источниками огня и не оставлять без присмотра детей.

При пожаре звонить «101»!",2019-06-03 03:39:38,"['VK-1603736028819866', 'VK-63234836104', 'VK-13528531692']"
"В Иркутской области, как и в других регионах страны, с 3 июня прекращается аналоговое вещание обязательных общедоступных каналов.

Правительство области информирует: для участников Великой Отечественной войны, тружеников тыла, инвалидов первой и второй групп, а также малоимущих предусмотрена компенсация расходов на покупку цифрового приемного оборудования в размере 50 процентов стоимости, но не более 1000 рублей. За компенсаций обращаться в органы соцзащиты по месту жительства.

Практически все телевизоры, выпущенные после 2012 года, поддерживают цифровой сигнал, для его приема нужно поменять настройки.

Несколько общедоступных каналов будут бесплатными: «Первый канал», «Россия 1», «Матч ТВ», НТВ, «Пятый канал», «Россия-К», «Россия-24», «Карусель», ОТР, «ТВ Центр». А также РЕН ТВ, «Спас», СТС, «Домашний», ТВ-3, «Пятница», «Звезда», «Мир», ТНТ и «Муз-ТВ». Бесплатные радиостанции: «Вести ФМ», «Маяк» и «Радио России».",2019-06-03 03:34:07,"['VK-1603736028819866', 'VK-81567425293', 'VK-94734772607']"
"Конкурс МВД «Полицейский Дядя Степа», ставший уже традиционным, в 2019 году состоялся под эгидой предстоящего празднования в 2020 году 75-летия Победы в Великой Отечественной войне.

Конкурс стартовал в апреле и проводился в несколько этапов. Основной целью являлось – формирование позитивного общественного мнения о деятельности полиции, повышение престижа службы в органах внутренних дел и патриотическое воспитание подрастающего поколения.

На суд жюри было представлено около 40 работ, выполненных как самостоятельно ребятами в возрасте от 6 до 14 лет, так и с участием взрослых — родителей и педагогов. Немало представлено и коллективных композиций. Каждая работа уникальна, в каждую авторы вложили душу, проявили свою фантазию и креативность.

Жюри, в состав которого вошли представители Общественного совета, отделения по работе с личным составом, Совета ветеранов, отделения по делам несовершеннолетних и сотрудников ГИБДД, по достоинству оценили каждую работу — аккуратность выполнения поделки, актуальность заявленной теме, и, конечно же, усердие каждого участника.

В результате, при подведении итогов жюри выбрало 10 работ, которые были направлены на областной этап в ГУ МВД России по Иркутской области.

Все работы участников были отмечены и поощрены сотрудниками полиции. Награждение юных авторов состоялось, на торжественной линейке по окончанию учебного года. Ребята получили благодарственные грамоты и призы за активное участие в благотворительном конкурсе игрушек «Полицейский Дядя Степа».",2019-06-02 06:59:23,"['VK-1603736028819866', 'VK-50621692911', 'VK-91483633691']"
"Вчера – мечта, сегодня – цель, а завтра – реальность. Реальностью скоро станет прекрасное озеро в центре города Черемхово, которое решили возродить местные жители.
31 мая в г. Воронеже были озвучены победители конкурса «Лучших проектов создания комфортной городской среды» Проект «Благоустройство городского озера в г. Черемхово» выиграл конкурс. Черемхово получит Федеральное финансирование на благоустройство территории.

Проект Черемхово «#ОЗЕРО#ПЕРЕЗАГРУЗКА» вошёл в топ-20 лучших проектов России программы «100 городских лидеров». В начале апреля организаторы составили шорт-лист инициатив, чтобы попасть в этот список, проект должен был собрать лайки земляков, горожане откликнулись.
Территория городского озера около русла р.Черемшанка лишилась своей богатой инфраструктуры и нуждается в ревитализации и благоустройстве.

Новое многофункциональное пространство, созданное здесь, будет использоваться горожанами в любое время года и поможет повысить имидж города.

Важность проекта:

Озеро было излюбленным местом отдыха горожан в 1970-х годах.

В советское время здесь была организована богатая инфраструктура: пристань для лодок и катамаранов, лодочные станция, грибки-беседки, пляж, дорога для проезда транспорта, осуществлялась торговля мороженым и напитками. Прекрасная тополиная аллея была не только элементом укрепления склона дамбы, но и красивым ландшафтным элементом. 

Благоустройство озера и территории вокруг него во взаимосвязи с Мемориалом «Слава Героям» позволит создать уникальное и примечательное городское пространство, наполненное жизнью, людьми и праздничными радостными событиями. Здесь каждая семья сможет полноценно провести летний, зимний отдых и организовать счастливый семейный досуг. 

Создание новых объектов: амфитеатра, городской набережной и пляжа, спортивных площадок, станции проката лодок и катамаранов, летние и зимние кафе, прокат лыж и коньков, способствует развитию малого предпринимательства и НКО в сфере оказания услуг, культуры, образования и творческой индустрии вне зависимости от времени года и суток.

Организатор:

Представители администрации муниципального образования «город Черемхово», городской общественности и бизнеса.",2019-06-02 04:07:58,"['VK-1603736028819866', 'VK-76879555334', 'VK-19215687325']"
"В летний период 2019 года в направлении Черноморского побережья будет курсировать 5 пар пассажирских поездов, 4 из которых вводятся дополнительно на лето. Об этом сообщили в пресс-службе ВСЖД.

До курортов Краснодарского края из Иркутской области и Республики Бурятия можно будет добраться на следующих поездах:

— № 205/206 Иркутск — Анапа (2 раза в неделю);.

— № 241/242 Иркутск — Адлер (2 раза в неделю);.

— № 229/230 Северобайкальск — Анапа (1 раз в неделю);.

— № 273/274 Северобайкальск — Адлер (1 раз в неделю);.

— № 57/58 Иркутск — Кисловодск (3 раза в неделю).

Для жителей Республики Бурятия, в летний период дополнительно назначены беспересадочные вагоны сообщением Улан-Удэ — Анапа (1 купейный, 3 плацкартных вагона) с поездом № 169/170 сообщением Чита-Анапа.
Кроме того, для пассажиров, путешествующих поездами, существует возможность приобрести «единые» билеты в Крым. Для этого оформляется проездной документ от/до станций Анапа или Краснодар и талон на получение услуги по проезду на автобусе.

Для детей и организованных групп детей в возрасте от 10 до 17 лет (включительно) действует скидка 50% на проезд в плацкартных, общих вагонах, вагонах с местами для сидения в период с 1 июня по 31 августа 2019 г.

Для пассажиров, возвращающихся с Черноморского побережья, действует 40% скидка на верхние места плацкартных вагонов с нумерацией мест 34,36 и верхних боковых местах с нумерацией мест с 38 по 54 включительно. В акции участвуют поезда № 206 Анапа — Иркутск, № 230 Анапа — Северобайкальск, № 242 Адлер — Иркутск, № 274Адлер — Северобайкальск, отправлением с 1 июня по 21 июня 2019 г.

Для лиц с ограниченными физическими возможностями при проезде в специальных купе устанавливаются скидки к тарифам на проезд — 50%.
С 31 мая 2019 года, в рамках акции «Путешествуйте всей семьей» открывается продажа проездных документов с 20%-ной скидкой для многодетных семей. Скидка распространяется на билеты в купейные вагоны поездов дальнего следования, отправляющихся с 1 июня по 31 июля 2019 г. во внутрироссийском сообщении.",2019-06-01 03:07:39,"['VK-1603736028819866', 'VK-26161130807', 'VK-64920944169']"
"26 мая в г. Иркутске состоялся «Областной турнир по дзюдо среди юношей и девушек, посвященный Дню защиты детей». 

В турнире приняли участие 217 спортсменов из городов Иркутской и Читинской области. 
Черемховские спортсмены в соревнованиях среди девочек 2008-2010 г.р. три «бронзовые» медали в своих весовых категориях завоевали Аристова Полина, Мельникова Анастасия и Андреева Екатерина. У мальчиков 2010-2011 г.р. в весовой категории 46 кг второе место занял Навоян Тимур. 
В возрастной группе мальчиков 2008-2009 г.р. Слюсарев Илья и Чудинов Максим в борьбе за третье место уступили соперникам из Читы.
Автор статьи: Тренер-преподаватель ДЮСШ по Дзюдо Мельникова Светлана.",2019-06-01 02:46:11,"['VK-1603736028819866', 'VK-80712803141', 'VK-42412378153']"
"Новогодние каникулы 2020 года продлятся восемь дней. В этом году Новый год встречали десять дней и столько же — в прошлом году.

Сегодня, 31 мая, Российская трехсторонняя комиссия по регулированию социально-трудовых отношений (РТК) должна рассмотреть проект постановления правительств о переносе праздничных дней в 2020 году. Если документ будет одобрен, то он пойдет на подпись премьер-министру.

Сокращение числа дней отдыха в честь нового, 2020 года, произойдет по «техническим причинам».

По Трудовому кодексу, нерабочие праздничные дни в нашей стране на Новый год — это дни с 1 по 6 и 8 января, плюс 7 января — Рождество. В 2018 и 2019 годах «новогодние каникулы» увеличивали на два дня за счет дней 30 и 31 декабря. Так, в позапрошлом году 30 и 31 декабря выпадали на субботу и воскресенье, поэтому они автоматически присоединились к каникулам. А в 2018 году за счет того, что суббота 29 декабря 2017 года была перенесена на понедельник 31 декабря. Таким образом 30 и 31 декабря опять продлили отдых.

В конце этого года 30 и 31 декабря выпадают на понедельник и вторник, поэтому будут рабочими днями, и увеличения каникул не произойдет. Выходные дни 4 и 5 января, которые выпадут на субботу и воскресенье, проект постановления предлагает перенести на понедельник и вторник 4 и 5 мая.
В честь Дня защитника Отечества дни отдыха предполагается установить с 22 по 25 февраля, Международного женского дня — с 7 по 9 марта, Праздника Весны и Труда — с 1 по 5 число, Дня победы — с 9 по 11 мая, Дня России — с 12 по 14 июня и Дня народного единства — 4 ноября.

Аналогичное постановление правительства принимается ежегодно. И каждый раз предварительно согласовывается с профсоюзами и работодателями.",2019-06-01 02:40:44,"['VK-1603736028819866', 'VK-36884168672', 'VK-47769594256']"
"Депутат Госдумы Сергей Иванов (ЛДПР) внёс в Госдуму законопроект, которым предлагается законодательно разделить пиво на «живое» и «мертвое», запретив тем самым всю рекламу пастеризованного пива и пивного суррогата, следует из базы данных нижней палаты парламента.

«Пиво, не прошедшее процесс пастеризации, называется «живое пиво». Пиво, прошедшее процесс пастеризации, называется «мертвое пиво». Напиток, произведенный по такой же или схожей технологии с добавлением и (или) использованием иных ингредиентов, чем указаны в статье 1 настоящего Федерального закона, называется «пивной суррогат», — говорится в проекте закона.",2019-06-01 02:30:49,"['VK-1603736028819866', 'VK-63762463157', 'VK-59200177257']"
"По поручению Губернатора региона Сергея Левченко установлена дополнительная мера социальной поддержки ветеранам труда Иркутской области в виде санаторно-курортного лечения. Как сообщили в региональном правительстве, об этом рассказал Владимир Родионов, министр социального развития, опеки и попечительства Иркутской области.

— Соответствующие изменения, вступающие в силу 2 июня 2019 года, внесены в постановление Правительства Иркутской области. Обеспечение ветеранов труда Иркутской области путевками на санаторно-курортное лечение будет осуществляться в заявительном порядке путем подачи в управление социальной защиты населения по месту жительства заявления с приложением соответствующих документов, в том числе справки для получения путевки по форме № 070/у, — отметил министр.

Ветераны труда обеспечиваются путевками однократно при соблюдении следующих условий: предоставление ежемесячной денежной выплаты в соответствии с Законом Иркутской области № 72-ОЗ; наличие медицинских показаний к санаторно-курортному лечению по заболеваниям сердечно-сосудистойсистемы и органов пищеварения, а также отсутствие противопоказаний для его осуществления; отсутствие права на санаторно-курортное лечение, предоставляемого в качестве иной меры социальной поддержки за счет средств федерального, областного или местного бюджетов; прекращение трудовой деятельности.

— Обеспечение ветеранов труда Иркутской области путевками на санаторно-курортное лечение будет происходить в порядке отдельной единой электронной очереди, с учетом даты и времени постановки ветерана на учет, — уточнил Владимир Родионов.",2019-06-01 02:27:42,"['VK-1603736028819866', 'VK-80100373777', 'VK-47326413330']"
"По предварительному прогнозу, начало лета будет сухим и жарким. Об этом рассказала начальник отдела метеорологических прогнозов Иркутского Гидрометцентра Юлия Янькова.

Осадков в июне будет меньше нормы, особенно на юге и западе области. Среднемесячная температура воздуха на большей части территории ожидается близкой к средним многолетним значениям: днём — плюс 18−26 градусов, в отдельные дни — 28−30 градусов выше нуля, ночью — от плюс 5 до плюс 12, правда, в первой половине июня по ночам возможны заморозки до минус 2 градусов.

«О каких-то неблагоприятных и опасных явлениях сейчас говорить преждевременно, мы сможем их спрогнозировать только за несколько дней до наступления», — отметила специалист, добавив, что сейчас в пахотном слое почвы наблюдается недобор влаги. Перерастёт ли это в засуху, покажет июнь.",2019-06-01 02:23:31,"['VK-1603736028819866', 'VK-67265699114', 'VK-59468385745']"
"​30 мая на очередном заседании городской Думы депутаты утвердили отчет об исполнении местного бюджета за 2018 год. Основные параметры бюджета исполнены по доходам в сумме 1,544 млрд рублей, по расходам – в сумме 1,503 млрд. Профицит бюджета 41 млн рублей. Бюджетная политика, проводимая администрацией Черемхово, была направлена на обеспечение социальной стабильности, своевременное исполнение первоочередных расходов по оплате труда работникам бюджетной сферы, исполнение других социально-значимых обязательств.

Как пояснила начальника финансового управления администрации Надежда Екимова, фактическое поступление налоговых и неналоговых доходов по итогам 2018 года в общей структуре доходов составило 364 млн 416 тыс. рублей. Объем безвозмездных поступлений в бюджет города составил 1 млрд 179 млн 916 тыс. рублей.

По словам Надежды Владимировны, в прошлом году благодаря слаженной работе мэра Черемхово, работников структурных подразделений, депутатов городской Думы и Заксобрания области город получил субсидии в объеме 296 млн рублей, в том числе 22 млн 751 тыс. из федерального бюджета. Средства направлялись на реализацию госпрограммы для молодых семей, на реализацию мероприятий по развитию малого и среднего предпринимательства, на благоустройство дворовых и общественных территорий, на капитальный ремонт школ и дорог. Доля расходов на сферу жилищно-коммунального хозяйства составила 130 млн. рублей. Почти 934 млн. рублей направлено на финансирование учреждений и мероприятий в области образования: выплата заработной платы, приобретение школьного автобуса и др. Расходы в сфере благоустройства города составили в отчетном году 89,5 млн рублей. Эти средства позволили обеспечить освещение улиц города, содержание объектов внешнего благоустройства, содержание дорог, парков, скверов, зеленых насаждений, обустройство и ремонт детских и спортивных площадок, а также реализовать проекты комплексного обустройства дворовых территорий и общественных пространств. Как сообщила Надежда Екимова социально-значимые обязательства бюджета в 2018 году администрацией города выполнены.

Также на заседании Думы депутаты единогласно приняли поправки в проект о местном бюджете на 2019 год и плановый период 2020-2021 годов.",2019-05-31 11:56:34,"['VK-1603736028819866', 'VK-22932441378', 'VK-82518556966']"
"В рамках проведения «Единого дня безопасности юных пешеходов» сотрудники Госавтоинспекции Межмуниципального отдела МВД России «Черемховский» совместно с педагогами детского сада «Ручеек» г. Черемхово провели тематическое занятие для воспитанников детского сада «Пешеход, будь внимателен на дороге». 

Главная цель проводимого мероприятия — это предупреждение дорожно-транспортных происшествий с участием пешеходов и привлечение внимания участников дорожного движения к проблемам обеспечения безопасности детей на улицах города и района.

В начале мероприятия к ребятам в детский сад пришел незнайка, с которым они в игровой форме повторили правила пешеходов и разгадали загадки, а также поиграли в игры. После чего инспектор по пропаганде безопасности дорожного движения провела беседу «Мой безопасный маршрут в детский сад», в ходе которой она напомнила будущим первоклассникам правила дорожного движения и рассказала о необходимости безопасного маршрута по дороге в детский сад.

Хочется надеется, что знания “дорожной грамоты”, приобретенные в детском саду, помогут нашим будущим первоклассникам стать более дисциплинированными и самостоятельными.",2019-05-31 11:54:00,"['VK-1603736028819866', 'VK-87742451392', 'VK-51755206777']"
"27 мая в городе Иркутск проходила ежегодная спартакиада «Подросток», посвященное Дню «Памяти сотрудников, погибших при исполнении служебного долга.»

Целью проведения спартакиады «Подросток» является патриотическое воспитание подрастающего поколения на ратных подвигах сотрудников органов правопорядка. Пропаганда здорового образа жизни, профилактика правонарушений среди подростков, вовлечение их в систематические занятия физической культурой спорта.

Участие в состязаниях приняли сборные команды среди учебных заведений Иркутской области. Ребята в возрасте от 14 до 17 лет соревновались в подтягивание на перекладине, в стрельбе из пневматической винтовки, в кроссе, в подъеме гири, в военизированной эстафете и в интеллектуальной викторине по вопросам Отечественной истории.

Жюри, оценив старания ребят по олимпийской системе, подвели итоги спортивных состязаний. Победителями в упорной борьбе стала команда клуба «Отечество» города Черемхово под руководством Романа Колесникова, второе место — заняла команда города Иркутска кадетского корпуса имени П.А. Скороходова, на третьем месте — команда МБОУ СОШ Иркутск-45. Участники и призеры соревнований были награждены кубками, медалями и памятными подарками.",2019-05-31 11:50:13,"['VK-1603736028819866', 'VK-17982023965', 'VK-83830000762']"
